"Regional","Elemento","Rodovia","KM","Largura (m)","Latitude","Longitude"
"DR 09","Acesso","SP 595","109,04","4","-20,223248","-50,914875"
"DR 09","Acesso","SP 595","109,609","4","-20,218504","-50,912861"
"DR 09","Acesso","SP 461","109,634","4","-20,558256","-50,028311"
"DR 09","Acesso","SP 461","109,664","4","-20,558023","-50,028271"
"DR 09","Acesso","SP 461","109,754","4","-20,557199","-50,02822"
"DR 09","Acesso","SP 595","109,864","4","-20,216971","-50,911024"
"DR 09","Acesso","SP 595","109,883","4","-20,216786","-50,910959"
"DR 09","Acesso","SP 595","110,537","4","-20,213609","-50,905654"
"DR 09","Acesso","SP 595","110,686","4","-20,212844","-50,904458"
"DR 09","Acesso","SP 595","111,062","4","-20,21087","-50,901542"
"DR 09","Acesso","SP 595","111,122","4","-20,210709","-50,901036"
"DR 09","Acesso","SP 461","112,22","4","-20,535431","-50,023798"
"DR 09","Acesso","SP 595","112,297","4","-20,20485","-50,891696"
"DR 09","Acesso","SP 595","112,376","4","-20,204295","-50,891071"
"DR 09","Acesso","SP 461","112,796","4","-20,530268","-50,022777"
"DR 09","Acesso","SP 461","112,796","4","-20,53027","-50,022879"
"DR 09","Acesso","SP 461","112,985","4","-20,528608","-50,022469"
"DR 09","Acesso","SP 595","113,642","4","-20,198318","-50,881287"
"DR 09","Acesso","SP 595","113,731","4","-20,197746","-50,880634"
"DR 09","Acesso","SP 595","114,34","4","-20,194803","-50,875741"
"DR 09","Acesso","SP 595","114,35","4","-20,194659","-50,875788"
"DR 09","Acesso","SP 461","114,742","4","-20,513105","-50,019391"
"DR 09","Acesso","SP 595","115,008","4","-20,190923","-50,870882"
"DR 09","Acesso","SP 461","115,221","4","-20,508871","-50,018557"
"DR 09","Acesso","SP 461","115,331","4","-20,507836","-50,018472"
"DR 09","Acesso","SP 461","115,799","4","-20,50377","-50,01765"
"DR 09","Acesso","SP 461","115,819","4","-20,503572","-50,017506"
"DR 09","Acesso","SP 595","116,257","4","-20,183568","-50,861755"
"DR 09","Acesso","SP 461","116,307","4","-20,499243","-50,016652"
"DR 09","Acesso","SP 461","116,476","4","-20,497716","-50,016463"
"DR 09","Acesso","SP 461","116,765","4","-20,495185","-50,015862"
"DR 09","Acesso","SP 595","116,786","4","-20,180379","-50,857993"
"DR 09","Acesso","SP 461","116,805","4","-20,494871","-50,015905"
"DR 09","Acesso","SP 461","117,691","4","-20,487028","-50,014263"
"DR 09","Acesso","SP 461","117,691","4","-20,486981","-50,014369"
"DR 09","Acesso","SP 595","117,774","4","-20,174694","-50,850747"
"DR 09","Acesso","SP 461","117,831","4","-20,485784","-50,014131"
"DR 09","Acesso","SP 461","117,85","4","-20,48558","-50,013967"
"DR 09","Acesso","SP 461","117,93","4","-20,484923","-50,013968"
"DR 09","Acesso","SP 461","118,698","4","-20,478052","-50,012594"
"DR 09","Acesso","SP 595","118,712","4","-20,16914","-50,844033"
"DR 09","Acesso","SP 595","118,732","4","-20,169062","-50,843791"
"DR 09","Acesso","SP 461","118,788","4","-20,477313","-50,012443"
"DR 09","Acesso","SP 461","118,878","4","-20,476526","-50,012193"
"DR 09","Acesso","SP 461","119,566","4","-20,470457","-50,011002"
"DR 09","Acesso","SP 461","119,576","4","-20,470311","-50,01109"
"DR 09","Acesso","SP 461","119,676","4","-20,469442","-50,010793"
"DR 09","Acesso","SP 461","119,896","4","-20,467559","-50,010418"
"DR 09","Acesso","SP 461","119,896","4","-20,467469","-50,010529"
"DR 09","Acesso","SP 461","119,945","4","-20,467076","-50,010321"
"DR 09","Acesso","SP 461","120,075","4","-20,465954","-50,0101"
"DR 09","Acesso","SP 461","120,095","4","-20,465743","-50,010194"
"DR 09","Acesso","SP 461","120,273","4","-20,46418","-50,009701"
"DR 09","Acesso","SP 461","120,283","4","-20,464083","-50,009803"
"DR 09","Acesso","SP 461","120,392","4","-20,463131","-50,00943"
"DR 09","Acesso","SP 461","120,511","4","-20,462113","-50,009261"
"DR 09","Acesso","SP 595","120,589","4","-20,158293","-50,8302"
"DR 09","Acesso","SP 461","120,611","4","-20,461241","-50,008858"
"DR 09","Acesso","SP 461","120,919","4","-20,458599","-50,007894"
"DR 09","Acesso","SP 461","120,999","4","-20,45791","-50,007746"
"DR 09","Acesso","SP 461","121,118","4","-20,456999","-50,007218"
"DR 09","Acesso","SP 461","121,148","4","-20,456715","-50,007089"
"DR 09","Acesso","SP 461","121,5","4","-20,453802","-50,005751"
"DR 09","Acesso","SP 461","121,649","4","-20,45262","-50,004992"
"DR 09","Acesso","SP 461","121,758","4","-20,451685","-50,004618"
"DR 09","Acesso","SP 461","122,443","4","-20,446306","-50,001614"
"DR 09","Acesso","SP 461","122,463","4","-20,446091","-50,001499"
"DR 09","Acesso","SP 461","122,968","4","-20,441845","-49,999952"
"DR 09","Acesso","SP 461","123,144","4","-20,440278","-49,999505"
"DR 09","Acesso","SP 463","123,607","4","-20,497418","-50,522368"
"DR 09","Acesso","SP 463","123,876","4","-20,495068","-50,522836"
"DR 09","Acesso","SP 461","123,883","4","-20,433755","-49,998322"
"DR 09","Acesso","SP 461","124,25","4","-20,43053","-49,99769"
"DR 09","Acesso","SP 461","124,409","4","-20,429102","-49,997409"
"DR 09","Acesso","SP 461","124,604","4","-20,427347","-49,997085"
"DR 09","Acesso","SP 463","124,713","4","-20,487713","-50,524313"
"DR 09","Acesso","SP 463","124,783","4","-20,487116","-50,524562"
"DR 09","Acesso","SP 463","125,757","4","-20,478369","-50,525897"
"DR 09","Acesso","SP 463","125,766","4","-20,478283","-50,525762"
"DR 09","Acesso","SP 463","126,052","4","-20,47564","-50,525373"
"DR 09","Acesso","SP 463","126,689","4","-20,470137","-50,523744"
"DR 09","Acesso","SP 463","127,259","4","-20,465185","-50,522103"
"DR 09","Acesso","SP 463","127,958","4","-20,459274","-50,520022"
"DR 09","Acesso","SP 463","128,048","4","-20,458407","-50,519873"
"DR 09","Acesso","SP 461","128,186","4","-20,39592","-49,990295"
"DR 09","Acesso","SP 461","128,255","4","-20,39536","-49,990116"
"DR 09","Acesso","SP 461","128,435","4","-20,393824","-49,989432"
"DR 09","Acesso","SP 463","128,488","4","-20,454695","-50,518509"
"DR 09","Acesso","SP 461","128,694","4","-20,391603","-49,988787"
"DR 09","Acesso","SP 461","128,952","4","-20,389371","-49,988019"
"DR 09","Acesso","SP 461","129,012","4","-20,388938","-49,987744"
"DR 09","Acesso","SP 463","129,218","4","-20,448436","-50,516568"
"DR 09","Acesso","SP 463","129,238","4","-20,448279","-50,5164"
"DR 09","Acesso","SP 461","129,271","4","-20,386658","-49,987088"
"DR 09","Acesso","SP 461","129,281","4","-20,386596","-49,986949"
"DR 09","Acesso","SP 463","129,417","4","-20,446689","-50,516"
"DR 09","Acesso","SP 463","130,431","4","-20,43799","-50,512969"
"DR 09","Acesso","SP 461","130,495","4","-20,376189","-49,983388"
"DR 09","Acesso","SP 463","130,691","4","-20,435782","-50,512261"
"DR 09","Acesso","SP 463","131,67","4","-20,427164","-50,510605"
"DR 09","Acesso","SP 463","131,78","4","-20,426149","-50,510488"
"DR 09","Acesso","SP 461","131,85","4","-20,364355","-49,980189"
"DR 09","Acesso","SP 461","131,96","4","-20,363436","-49,979888"
"DR 09","Acesso","SP 463","131,979","4","-20,42435","-50,51055"
"DR 09","Acesso","SP 463","131,989","4","-20,424349","-50,510672"
"DR 09","Acesso","SP 463","132,307","4","-20,421476","-50,510768"
"DR 09","Acesso","SP 463","132,317","4","-20,421332","-50,510645"
"DR 09","Acesso","SP 463","132,467","4","-20,420005","-50,510699"
"DR 09","Acesso","SP 463","132,616","4","-20,41869","-50,510735"
"DR 09","Acesso","SP 461","133,079","4","-20,353618","-49,977799"
"DR 09","Acesso","SP 463","133,164","4","-20,413738","-50,510905"
"DR 09","Acesso","SP 463","133,174","4","-20,41368","-50,511025"
"DR 09","Acesso","SP 463","133,194","4","-20,413465","-50,510915"
"DR 09","Acesso","SP 463","133,323","4","-20,412283","-50,511075"
"DR 09","Acesso","SP 463","133,403","4","-20,411604","-50,510969"
"DR 09","Acesso","SP 463","133,761","4","-20,408346","-50,511203"
"DR 09","Acesso","SP 463","134,31","4","-20,403451","-50,51136"
"DR 09","Acesso","SP 461","134,73","4","-20,339035","-49,974682"
"DR 09","Acesso","SP 461","134,77","4","-20,338665","-49,974692"
"DR 09","Acesso","SP 463","134,937","4","-20,397846","-50,511434"
"DR 09","Acesso","SP 463","134,966","4","-20,397519","-50,511564"
"DR 09","Acesso","SP 463","135,343","4","-20,394182","-50,511677"
"DR 09","Acesso","SP 463","135,91","4","-20,38911","-50,511844"
"DR 09","Acesso","SP 461","135,938","4","-20,328346","-49,972491"
"DR 09","Acesso","SP 461","136,248","4","-20,325648","-49,971805"
"DR 09","Acesso","SP 463","136,278","4","-20,385769","-50,511833"
"DR 09","Acesso","SP 461","136,418","4","-20,324136","-49,97147"
"DR 09","Acesso","SP 461","136,777","4","-20,320965","-49,970901"
"DR 09","Acesso","SP 461","136,837","4","-20,320485","-49,9707"
"DR 09","Acesso","SP 463","137,096","4","-20,378369","-50,5122"
"DR 09","Acesso","SP 461","137,127","4","-20,317866","-49,970235"
"DR 09","Acesso","SP 461","137,147","4","-20,317723","-49,970098"
"DR 09","Acesso","SP 461","137,357","4","-20,315901","-49,9697"
"DR 09","Acesso","SP 463","137,503","4","-20,374772","-50,512168"
"DR 09","Acesso","SP 463","137,768","4","-20,372345","-50,51224"
"DR 09","Acesso","SP 463","138,037","4","-20,36992","-50,512103"
"DR 09","Acesso","SP 463","138,747","4","-20,363545","-50,511711"
"DR 09","Acesso","SP 461","138,925","4","-20,302075","-49,966741"
"DR 09","Acesso","SP 461","138,965","4","-20,301649","-49,96677"
"DR 09","Acesso","SP 463","139,426","4","-20,35749","-50,511216"
"DR 09","Acesso","SP 463","139,736","4","-20,354645","-50,511156"
"DR 09","Acesso","SP 461","139,895","4","-20,293455","-49,964902"
"DR 09","Acesso","SP 461","140,254","4","-20,290264","-49,964301"
"DR 09","Acesso","SP 461","140,374","4","-20,289282","-49,964006"
"DR 09","Acesso","SP 461","140,384","4","-20,289165","-49,964069"
"DR 09","Acesso","SP 463","140,665","4","-20,346374","-50,510524"
"DR 09","Acesso","SP 461","140,724","4","-20,286121","-49,963417"
"DR 09","Acesso","SP 463","140,885","4","-20,34437","-50,510514"
"DR 09","Acesso","SP 461","140,964","4","-20,2841","-49,962881"
"DR 09","Acesso","SP 461","141,233","4","-20,281693","-49,962371"
"DR 09","Acesso","SP 461","141,233","4","-20,281642","-49,962455"
"DR 09","Acesso","SP 463","141,305","4","-20,340576","-50,510165"
"DR 09","Acesso","SP 463","141,934","4","-20,334931","-50,509929"
"DR 09","Acesso","SP 463","141,994","4","-20,334371","-50,509892"
"DR 09","Acesso","SP 463","142,304","4","-20,331589","-50,509725"
"DR 09","Acesso","SP 461","142,423","4","-20,271145","-49,960181"
"DR 09","Acesso","SP 461","142,433","4","-20,271149","-49,96009"
"DR 09","Acesso","SP 463","142,523","4","-20,329641","-50,509486"
"DR 09","Acesso","SP 463","142,553","4","-20,329335","-50,509584"
"DR 09","Acesso","SP 463","142,753","4","-20,327603","-50,509354"
"DR 09","Acesso","SP 463","142,853","4","-20,326703","-50,509422"
"DR 09","Acesso","SP 463","142,942","4","-20,325843","-50,509359"
"DR 09","Acesso","SP 463","143,291","4","-20,322761","-50,509058"
"DR 09","Acesso","SP 463","143,491","4","-20,320915","-50,508944"
"DR 09","Acesso","SP 461","143,701","4","-20,259921","-49,957582"
"DR 09","Acesso","SP 463","143,779","4","-20,318309","-50,508657"
"DR 09","Acesso","SP 463","143,978","4","-20,316541","-50,508373"
"DR 09","Acesso","SP 463","144,018","4","-20,316209","-50,508148"
"DR 09","Acesso","SP 461","144,282","4","-20,254991","-49,955741"
"DR 09","Acesso","SP 463","144,376","4","-20,313199","-50,50701"
"DR 09","Acesso","SP 461","144,871","4","-20,25016","-49,953575"
"DR 09","Acesso","SP 463","144,873","4","-20,309017","-50,505275"
"DR 09","Acesso","SP 461","144,881","4","-20,250093","-49,953453"
"DR 09","Acesso","SP 463","145,209","4","-20,306109","-50,5043"
"DR 09","Acesso","SP 463","145,338","4","-20,305077","-50,503861"
"DR 09","Acesso","SP 463","145,535","4","-20,30344","-50,503075"
"DR 09","Acesso","SP 463","145,585","4","-20,302929","-50,503006"
"DR 09","Acesso","SP 463","145,813","4","-20,301038","-50,50227"
"DR 09","Acesso","SP 461","146,139","4","-20,239643","-49,948879"
"DR 09","Acesso","SP 461","146,449","4","-20,237116","-49,947649"
"DR 09","Acesso","SP 463","146,646","4","-20,293835","-50,500683"
"DR 09","Acesso","SP 463","146,685","4","-20,293491","-50,500786"
"DR 09","Acesso","SP 461","146,758","4","-20,23446","-49,946554"
"DR 09","Acesso","SP 461","146,768","4","-20,234455","-49,946457"
"DR 09","Acesso","SP 461","146,808","4","-20,23415","-49,946312"
"DR 09","Acesso","SP 463","147,068","4","-20,290004","-50,500793"
"DR 09","Acesso","SP 461","147,767","4","-20,226157","-49,942734"
"DR 09","Acesso","SP 461","147,767","4","-20,226108","-49,942832"
"DR 09","Acesso","SP 461","148,302","4","-20,221756","-49,940767"
"DR 09","Acesso","SP 461","148,341","4","-20,221329","-49,940696"
"DR 09","Acesso","SP 463","148,375","4","-20,278337","-50,501791"
"DR 09","Acesso","SP 463","148,605","4","-20,276289","-50,502083"
"DR 09","Acesso","SP 463","149,762","4","-20,265926","-50,502854"
"DR 09","Acesso","SP 463","149,822","4","-20,265388","-50,503014"
"DR 09","Acesso","SP 463","150,072","4","-20,263147","-50,503203"
"DR 09","Acesso","SP 463","150,082","4","-20,262997","-50,503121"
"DR 09","Acesso","SP 461","150,186","4","-20,205477","-49,936192"
"DR 09","Acesso","SP 461","150,405","4","-20,203477","-49,936048"
"DR 09","Acesso","SP 463","150,411","4","-20,260118","-50,503441"
"DR 09","Acesso","SP 461","150,515","4","-20,202552","-49,935823"
"DR 09","Acesso","SP 461","150,534","4","-20,202298","-49,935879"
"DR 09","Acesso","SP 463","150,82","4","-20,256394","-50,503698"
"DR 09","Acesso","SP 463","150,88","4","-20,255863","-50,503857"
"DR 09","Acesso","SP 461","150,903","4","-20,199024","-49,935356"
"DR 09","Acesso","SP 463","150,94","4","-20,255376","-50,503787"
"DR 09","Acesso","SP 461","151,063","4","-20,197624","-49,935276"
"DR 09","Acesso","SP 463","151,089","4","-20,253962","-50,503997"
"DR 09","Acesso","SP 463","151,329","4","-20,251856","-50,504122"
"DR 09","Acesso","SP 461","151,34","4","-20,195181","-49,934859"
"DR 09","Acesso","SP 461","151,523","4","-20,193462","-49,934738"
"DR 09","Acesso","SP 461","151,821","4","-20,190866","-49,934306"
"DR 09","Acesso","SP 463","152,323","4","-20,243363","-50,501907"
"DR 09","Acesso","SP 463","152,382","4","-20,242937","-50,501538"
"DR 09","Acesso","SP 463","152,577","4","-20,241402","-50,500653"
"DR 09","Acesso","SP 463","152,734","4","-20,240262","-50,49985"
"DR 09","Acesso","SP 463","152,744","4","-20,240239","-50,499721"
"DR 09","Acesso","SP 461","152,967","4","-20,180644","-49,932971"
"DR 09","Acesso","SP 463","153,817","4","-20,23209","-50,494175"
"DR 09","Acesso","SP 463","153,867","4","-20,231814","-50,493847"
"DR 09","Acesso","SP 463","153,996","4","-20,230849","-50,493181"
"DR 09","Acesso","SP 463","154,306","4","-20,228404","-50,491599"
"DR 09","Acesso","SP 463","154,336","4","-20,228287","-50,49141"
"DR 09","Acesso","SP 463","154,506","4","-20,226923","-50,490559"
"DR 09","Acesso","SP 463","154,905","4","-20,224003","-50,488423"
"DR 09","Acesso","SP 463","155,085","4","-20,222587","-50,48745"
"DR 09","Acesso","SP 463","155,125","4","-20,222303","-50,487244"
"DR 09","Acesso","SP 463","155,215","4","-20,22165","-50,486783"
"DR 09","Acesso","SP 461","155,308","4","-20,159691","-49,930384"
"DR 09","Acesso","SP 463","156,173","4","-20,21438","-50,481852"
"DR 09","Acesso","SP 463","156,183","4","-20,214361","-50,481706"
"DR 09","Acesso","SP 463","156,333","4","-20,213259","-50,480933"
"DR 09","Acesso","SP 461","156,567","4","-20,148468","-49,928921"
"DR 09","Acesso","SP 463","156,728","4","-20,210124","-50,47896"
"DR 09","Acesso","SP 463","156,924","4","-20,208443","-50,478347"
"DR 09","Acesso","SP 463","157,032","4","-20,207507","-50,477871"
"DR 09","Acesso","SP 463","157,317","4","-20,204955","-50,477395"
"DR 09","Acesso","SP 463","157,405","4","-20,204269","-50,477174"
"DR 09","Acesso","SP 463","157,591","4","-20,202492","-50,477046"
"DR 09","Acesso","SP 463","157,807","4","-20,200568","-50,47724"
"DR 09","Acesso","SP 461","158,136","4","-20,134439","-49,927104"
"DR 09","Acesso","SP 461","158,146","4","-20,134362","-49,926985"
"DR 09","Acesso","SP 461","158,166","4","-20,134177","-49,927081"
"DR 09","Acesso","SP 425","158,332","4","-20,744701","-49,111677"
"DR 09","Acesso","SP 463","158,363","4","-20,195615","-50,47739"
"DR 09","Acesso","SP 463","158,363","4","-20,195633","-50,477503"
"DR 09","Acesso","SP 463","158,662","4","-20,192865","-50,477674"
"DR 09","Acesso","SP 463","158,672","4","-20,192828","-50,477558"
"DR 09","Acesso","SP 425","158,882","4","-20,745812","-49,116823"
"DR 09","Acesso","SP 463","159,242","4","-20,18773","-50,477844"
"DR 09","Acesso","SP 425","159,472","4","-20,747172","-49,122279"
"DR 09","Acesso","SP 425","159,472","4","-20,747354","-49,122307"
"DR 09","Acesso","SP 463","160,1","4","-20,179983","-50,478299"
"DR 09","Acesso","SP 425","160,392","4","-20,749339","-49,130844"
"DR 09","Acesso","SP 463","160,449","4","-20,176875","-50,478468"
"DR 09","Acesso","SP 463","160,459","4","-20,176815","-50,478585"
"DR 09","Acesso","SP 461","160,579","4","-20,112628","-49,924285"
"DR 09","Acesso","SP 425","160,683","4","-20,750136","-49,13344"
"DR 09","Acesso","SP 463","160,965","4","-20,172218","-50,478851"
"DR 09","Acesso","SP 463","161,004","4","-20,171831","-50,478758"
"DR 09","Acesso","SP 425","161,02","4","-20,750784","-49,136697"
"DR 09","Acesso","SP 425","161,02","4","-20,750926","-49,136665"
"DR 09","Acesso","SP 425","161,04","4","-20,750972","-49,136855"
"DR 09","Acesso","SP 463","161,064","4","-20,171303","-50,478908"
"DR 09","Acesso","SP 463","161,352","4","-20,168742","-50,479025"
"DR 09","Acesso","SP 425","161,397","4","-20,751551","-49,140037"
"DR 09","Acesso","SP 425","161,407","4","-20,751857","-49,14004"
"DR 09","Acesso","SP 461","161,433","4","-20,104981","-49,923975"
"DR 09","Acesso","SP 463","161,44","4","-20,167951","-50,478924"
"DR 09","Acesso","SP 463","162,033","4","-20,162653","-50,478325"
"DR 09","Acesso","SP 463","162,173","4","-20,161426","-50,478129"
"DR 09","Acesso","SP 461","162,269","4","-20,097472","-49,924088"
"DR 09","Acesso","SP 463","162,571","4","-20,157913","-50,477259"
"DR 09","Acesso","SP 425","162,934","4","-20,755356","-49,154272"
"DR 09","Acesso","SP 461","163,378","4","-20,087555","-49,924488"
"DR 09","Acesso","SP 461","163,857","4","-20,08317","-49,924485"
"DR 09","Acesso","SP 461","163,867","4","-20,083124","-49,924621"
"DR 09","Acesso","SP 461","164,156","4","-20,080538","-49,924682"
"DR 09","Acesso","SP 463","164,239","4","-20,1433","-50,473646"
"DR 09","Acesso","SP 463","164,249","4","-20,14321","-50,473529"
"DR 09","Acesso","SP 463","164,457","4","-20,141374","-50,473218"
"DR 09","Acesso","SP 461","164,773","4","-20,074951","-49,924837"
"DR 09","Acesso","SP 461","165,231","4","-20,070871","-49,924962"
"DR 09","Acesso","SP 463","165,619","4","-20,131036","-50,474562"
"DR 09","Acesso","SP 461","165,678","4","-20,066965","-49,925607"
"DR 09","Acesso","SP 463","165,818","4","-20,129174","-50,474823"
"DR 09","Acesso","SP 463","165,838","4","-20,129095","-50,474974"
"DR 09","Acesso","SP 425","166,108","4","-20,762676","-49,183753"
"DR 09","Acesso","SP 425","166,537","4","-20,763805","-49,187734"
"DR 09","Acesso","SP 463","166,886","4","-20,119762","-50,476716"
"DR 09","Acesso","SP 463","167,096","4","-20,117951","-50,477077"
"DR 09","Acesso","SP 463","167,336","4","-20,115782","-50,477286"
"DR 09","Acesso","SP 425","167,525","4","-20,765988","-49,196921"
"DR 09","Acesso","SP 463","167,641","4","-20,113032","-50,477047"
"DR 09","Acesso","SP 463","167,975","4","-20,110261","-50,475685"
"DR 09","Acesso","SP 425","168,043","4","-20,766992","-49,20178"
"DR 09","Acesso","SP 425","168,053","4","-20,767199","-49,201889"
"DR 09","Acesso","SP 463","168,222","4","-20,10826","-50,474632"
"DR 09","Acesso","SP 463","168,677","4","-20,104799","-50,47234"
"DR 09","Acesso","SP 463","168,717","4","-20,104453","-50,472307"
"DR 09","Acesso","SP 425","168,871","4","-20,768944","-49,209526"
"DR 09","Acesso","SP 425","168,881","4","-20,769123","-49,209545"
"DR 09","Acesso","SP 425","169,529","4","-20,770389","-49,215597"
"DR 09","Acesso","SP 463","169,742","4","-20,096417","-50,467408"
"DR 09","Acesso","SP 425","169,838","4","-20,771028","-49,218559"
"DR 09","Acesso","SP 463","169,861","4","-20,095529","-50,466866"
"DR 09","Acesso","SP 463","169,891","4","-20,095354","-50,466582"
"DR 09","Acesso","SP 463","169,921","4","-20,095025","-50,466567"
"DR 09","Acesso","SP 425","170,924","4","-20,773541","-49,228662"
"DR 09","Acesso","SP 425","171,263","4","-20,774615","-49,231716"
"DR 09","Acesso","SP 425","171,941","4","-20,775959","-49,238099"
"DR 09","Acesso","SP 425","171,961","4","-20,776244","-49,238231"
"DR 09","Acesso","SP 463","172,322","4","-20,076335","-50,454965"
"DR 09","Acesso","SP 463","172,332","4","-20,07622","-50,455058"
"DR 09","Acesso","SP 463","172,382","4","-20,075911","-50,454703"
"DR 09","Acesso","SP 463","172,442","4","-20,075328","-50,454524"
"DR 09","Acesso","SP 425","172,998","4","-20,778396","-49,247908"
"DR 09","Acesso","SP 463","173,383","4","-20,067412","-50,452428"
"DR 09","Acesso","SP 463","173,403","4","-20,067277","-50,452593"
"DR 09","Acesso","SP 463","173,882","4","-20,063002","-50,452985"
"DR 09","Acesso","SP 463","174,291","4","-20,059332","-50,453179"
"DR 09","Acesso","SP 463","174,471","4","-20,057715","-50,453471"
"DR 09","Acesso","SP 463","174,75","4","-20,055151","-50,453567"
"DR 09","Acesso","SP 463","174,77","4","-20,055035","-50,453725"
"DR 09","Acesso","SP 463","176,293","4","-20,041407","-50,454828"
"DR 09","Acesso","SP 425","176,593","4","-20,786676","-49,281308"
"DR 09","Acesso","SP 463","177,119","4","-20,033969","-50,455521"
"DR 09","Acesso","SP 425","177,16","4","-20,787986","-49,286538"
"DR 09","Acesso","SP 463","177,588","4","-20,029797","-50,456058"
"DR 09","Acesso","SP 463","177,598","4","-20,029686","-50,455911"
"DR 09","Acesso","SP 463","178,136","4","-20,024902","-50,456508"
"DR 09","Acesso","SP 463","179,147","4","-20,015818","-50,457196"
"DR 09","Acesso","SP 463","179,185","4","-20,015512","-50,457362"
"DR 09","Acesso","SP 463","180,388","4","-20,004689","-50,458381"
"DR 09","Acesso","SP 463","182,605","4","-19,985421","-50,453996"
"DR 09","Acesso","SP 463","182,864","4","-19,983291","-50,453037"
"DR 09","Acesso","SP 463","183,442","4","-19,978495","-50,450858"
"DR 09","Acesso","SP 463","183,85","4","-19,975125","-50,449304"
"DR 09","Acesso","SP 463","183,88","4","-19,974809","-50,449338"
"DR 09","Acesso","SP 463","184,009","4","-19,973807","-50,448735"
"DR 09","Acesso","SP 463","184,537","4","-19,96944","-50,44675"
"DR 09","Acesso","SP 463","185,334","4","-19,962885","-50,44377"
"DR 09","Acesso","SP 463","186,178","4","-19,955829","-50,44072"
"DR 09","Acesso","SP 463","187,44","4","-19,945514","-50,43571"
"DR 09","Acesso","SP 463","187,47","4","-19,945209","-50,435676"
"DR 09","Acesso","SP 463","187,99","4","-19,941342","-50,432953"
"DR 09","Acesso","SP 463","188,38","4","-19,938625","-50,430593"
"DR 09","Acesso","SP 463","188,4","4","-19,93838","-50,430571"
"DR 09","Acesso","SP 463","188,88","4","-19,935084","-50,427741"
"DR 09","Acesso","SP 463","189,069","4","-19,933624","-50,426744"
"DR 09","Acesso","SP 463","189,659","4","-19,929466","-50,423233"
"DR 09","Acesso","SP 463","189,829","4","-19,928142","-50,422355"
"DR 09","Acesso","SP 463","190,179","4","-19,925716","-50,420225"
"DR 09","Acesso","SP 463","190,199","4","-19,925469","-50,420199"
"DR 09","Acesso","SP 463","190,499","4","-19,923401","-50,418356"
"DR 09","Acesso","SP 463","190,949","4","-19,920118","-50,415895"
"DR 09","Acesso","SP 463","191,788","4","-19,914153","-50,41094"
"DR 09","Acesso","SP 463","191,818","4","-19,913875","-50,410869"
"DR 09","Acesso","SP 463","191,838","4","-19,913782","-50,410634"
"DR 09","Acesso","SP 463","192,208","4","-19,911135","-50,408525"
"DR 09","Acesso","SP 463","192,268","4","-19,910623","-50,408253"
"DR 09","Acesso","SP 563","308,579","4","-20,458962","-50,872179"
"DR 09","Acesso","SP 563","310,205","4","-20,453911","-50,857801"
"DR 09","Acesso","SP 563","310,505","4","-20,452429","-50,855422"
"DR 09","Acesso","SP 563","310,765","4","-20,451033","-50,853437"
"DR 09","Acesso","SP 563","311,115","4","-20,449354","-50,850541"
"DR 09","Acesso","SP 563","311,574","4","-20,446925","-50,846917"
"DR 09","Acesso","SP 563","311,944","4","-20,445167","-50,843903"
"DR 09","Acesso","SP 563","312,164","4","-20,443967","-50,842233"
"DR 09","Acesso","SP 563","312,224","4","-20,443711","-50,841803"
"DR 09","Acesso","SP 563","312,244","4","-20,443658","-50,841523"
"DR 09","Acesso","SP 563","312,244","4","-20,443572","-50,841617"
"DR 09","Acesso","SP 563","313,064","4","-20,439559","-50,834987"
"DR 09","Acesso","SP 563","313,474","4","-20,437536","-50,831769"
"DR 09","Acesso","SP 563","314,223","4","-20,433744","-50,825804"
"DR 09","Acesso","SP 563","314,283","4","-20,433455","-50,825329"
"DR 09","Acesso","SP 563","314,443","4","-20,43265","-50,824061"
"DR 09","Acesso","SP 563","314,842","4","-20,430507","-50,820906"
"DR 09","Acesso","SP 563","314,872","4","-20,430402","-50,820708"
"DR 09","Acesso","SP 563","315,042","4","-20,429545","-50,819368"
"DR 09","Acesso","SP 563","315,392","4","-20,427758","-50,816528"
"DR 09","Acesso","SP 563","315,412","4","-20,427791","-50,816328"
"DR 09","Acesso","SP 563","315,592","4","-20,426879","-50,814896"
"DR 09","Acesso","SP 563","317,04","4","-20,418485","-50,804309"
"DR 09","Acesso","SP 563","317,092","4","-20,418187","-50,803956"
"DR 09","Acesso","SP 563","317,461","4","-20,416022","-50,801291"
"DR 09","Acesso","SP 563","317,611","4","-20,414987","-50,800295"
"DR 09","Acesso","SP 563","317,671","4","-20,414693","-50,79979"
"DR 09","Acesso","SP 563","317,86","4","-20,413466","-50,798585"
"DR 09","Acesso","SP 563","318,18","4","-20,411606","-50,796281"
"DR 09","Acesso","SP 563","318,339","4","-20,410609","-50,79515"
"DR 09","Acesso","SP 563","318,349","4","-20,410431","-50,795136"
"DR 09","Acesso","SP 563","319,007","4","-20,406456","-50,790457"
"DR 09","Acesso","SP 563","319,007","4","-20,406346","-50,790519"
"DR 09","Acesso","SP 563","320,055","4","-20,401546","-50,782109"
"DR 09","Acesso","SP 563","320,164","4","-20,401277","-50,781058"
"DR 09","Acesso","SP 563","320,184","4","-20,401377","-50,780888"
"DR 09","Acesso","SP 563","320,52","4","-20,400867","-50,777706"
"DR 09","Acesso","SP 563","320,788","4","-20,400696","-50,77513"
