"Regional","Elemento","Rodovia","KM","Tipo","Extensão (m)","Dimensão (m)","Latitude montante","Longitude montante","Latitude jusante","Longitude jusante"
"DR 01","Bueiro","SPA 109/008","10,600","Bueiro Simples Tubular de Concreto","14","0,6","-22.8056","-46.4572","-22.8054","-46.4572"
"DR 01","Bueiro","SP 081","10,700","Bueiro Simples Tubular de Concreto","11","0,6","-22.88974","-46.88176","-22.88977","-46.88163"
"DR 01","Bueiro","SP 107","10,800","Bueiro Simples Tubular de Concreto","12","0,6","-22.6517","-46.9","-22.6517","-46.9001"
"DR 01","Bueiro","SP 147","11,000","Bueiro Simples Tubular de Concreto","14","0,6","-22.5584","-46.5994","-22.5583","-46.5994"
"DR 01","Bueiro","SPA 109/008","11,070","Bueiro Simples Tubular de Concreto","10","0,3","-22.8063","-46.5426","-22.8044","-46.4492"
"DR 01","Bueiro","SPA 109/008","11,090","Bueiro Simples Tubular de Concreto","30","0,8","-22.8044","-46.4492","-22.806","-46.4523"
"DR 01","Bueiro","SPA 109/008","11,220","Bueiro Simples Tubular de Concreto","10","0,8","-22.8055","-46.4503","-22.8054","-46.4505"
"DR 01","Bueiro","SPA 003/010","11,390","Bueiro Simples Tubular de Concreto","11","0,6","-22.9321","-46.3424","-22.9322","-46.3422"
"DR 01","Bueiro","SP 147","11,500","Bueiro Simples Tubular de Concreto","14","0,6","-22.5579","-46.603","-22.5578","-46.603"
"DR 01","Bueiro","SP 081","11,510","Bueiro Simples Tubular de Concreto","10","0,8","-22.88308","-46.8771","-22.88302","-46.87722"
"DR 01","Bueiro","SPA 003/010","11,560","Bueiro Simples Tubular de Concreto","7,5","0,6","-22.93","-46.3418","-22.93","-46.3419"
"DR 01","Bueiro","SPA 109/008","11,590","Bueiro Simples Tubular de Concreto","28,9","0,6","-22.8036","-46.4488","-22.8033","-46.4491"
"DR 01","Bueiro","SPA 003/010","11,600","Bueiro Simples Tubular de Concreto","7","0,6","-22.9295","-46.3406","-22.9296","-46.3407"
"DR 01","Bueiro","SP 073","11,600","Bueiro Simples Tubular de Concreto","15","0,6","-23.0283","-47.0982","-23.0284","-47.098"
"DR 01","Bueiro","SPA 003/010","12,040","Bueiro Simples Tubular de Concreto","7","0,6","-22.9425","-46.2796","-22.9306","-46.3296"
"DR 01","Bueiro","SP 081","12,270","Bueiro Simples Tubular de Concreto","12,3","0,6","-22.87935","-46.87533","-22.87918","-46.87539"
"DR 01","Bueiro","SP 073","12,390","Bueiro Simples Tubular de Concreto","7,87","0,6","-23.034","-47.1051","-23.0339","-47.105"
"DR 01","Bueiro","SP 081","12,400","Bueiro Simples Tubular de Concreto","11","0,8","-22.87899","-46.87474","-22.87838","-46.87462"
"DR 01","Bueiro","SP 081","12,420","Bueiro Simples Tubular de Concreto","12,5","0,8","-22.87793","-46.87416","-22.87804","-46.87423"
"DR 01","Bueiro","SP 133","12,470","Bueiro Simples Tubular de Concreto","22,6","0,6","-22.6208","-47.2191","-22.621","-47.2187"
"DR 01","Bueiro","SP 081","12,550","Bueiro Simples Tubular de Concreto","14,1","1","-22.8773","-46.87237","-22.87794","-46.87235"
"DR 01","Bueiro","SP 133","12,570","Bueiro Simples Tubular de Concreto","16,7","1,5","-22.6217","-47.218","-22.6215","-47.2179"
"DR 01","Bueiro","SPA 003/010","12,640","Bueiro Simples Tubular de Concreto","7","0,6","-22.9314","-46.3314","-22.9303","-46.3362"
"DR 01","Bueiro","SP 147","12,800","Bueiro Simples Tubular de Concreto","13","0,6","-22.5506","-46.6123","-22.5506","-46.6125"
"DR 01","Bueiro","SPA 003/010","13,080","Bueiro Simples Tubular de Concreto","7","0,6","-22.9314","-46.3314","-22.9303","-46.3362"
"DR 01","Bueiro","SP 081","13,400","Bueiro Simples Tubular de Concreto","10","1,2","-22.88046","-46.86243","-22.88087","-46.86179"
"DR 01","Bueiro","SP 073","13,500","Bueiro Simples Tubular de Concreto","32","0,6","-23.0411","-47.1106","-23.0411","-47.1105"
"DR 01","Bueiro","SP 147","13,510","Bueiro Simples Tubular de Concreto","8,8","0,4","-22.5473","-46.6164","-22.5475","-46.6165"
"DR 01","Bueiro","SP 147","13,580","Bueiro Simples Tubular de Concreto","39","0,6","-22.5462","-46.6166","-22.5462","-46.6165"
"DR 01","Bueiro","SP 147","13,900","Bueiro Simples Tubular de Concreto","7,7","0,6","-22.545","-46.6181","-22.5448","-46.6182"
"DR 01","Bueiro","SP 147","13,950","Bueiro Simples Tubular de Concreto","5,1","2","-22.5449","-46.6186","-22.5447","-46.6186"
"DR 01","Bueiro","SP 147","14,150","Bueiro Simples Tubular de Concreto","11","0,6","-22.5458","-46.6205","-22.5459","-46.6206"
"DR 01","Bueiro","SP 133","14,270","Bueiro Simples Tubular de Concreto","18,5","0,6","-22.6312","-47.2083","-22.6314","-47.2084"
"DR 01","Bueiro","SP 147","14,450","Bueiro Simples Tubular de Concreto","8,4","0,6","-22.5474","-46.6222","-22.5474","-46.6222"
"DR 01","Bueiro","SP 095","14,500","Bueiro Simples Tubular de Concreto","14","0,8","-22.8462","-46.6419","-22.8463","-46.6419"
"DR 01","Bueiro","SP 147","14,660","Bueiro Simples Tubular de Concreto","8","0,6","-22.5462","-46.6244","-22.5462","-46.6244"
"DR 01","Bueiro","SP 095","15,000","Bueiro Simples Tubular de Concreto","14","0,8","-22.8459","-46.6462","-22.8432","-46.6451"
"DR 01","Bueiro","SP 147","15,550","Bueiro Simples Tubular de Concreto","12","0,6","-22.5404","-46.6289","-22.5405","-46.6288"
"DR 01","Bueiro","SP 147","16,780","Bueiro Simples Tubular de Concreto","11","0,6","-22.5354","-46.6349","-22.5354","-46.6347"
"DR 01","Bueiro","SP 147","16,990","Bueiro Simples Tubular de Concreto","12,65","0,6","-22.5333","-46.6335","-22.5332","-46.6336"
"DR 01","Bueiro","SP 095","18,400","Bueiro Simples Tubular de Concreto","14","0,6","-22.8339","-46.6731","-22.8339","-46.6731"
"DR 01","Bueiro","SP 063","19,320","Bueiro Simples Tubular de Concreto","18,5","0,6","-23.015","-46.8377","-23.0149","-46.8378"
"DR 01","Bueiro","SPI 177/342","20,100","Bueiro Simples Tubular de Concreto","10","1,2","-22.401","-46.8117","-22.401","-46.8116"
"DR 01","Bueiro","SP 107","21,260","Bueiro Simples Tubular de Concreto","11","0,6","-22.6064","-46.9457","-22.6064","-46.9458"
"DR 01","Bueiro","SP 095","21,300","Bueiro Simples Tubular de Concreto","16","0,6","-22.8164","-46.689","-22.8163","-46.6889"
"DR 01","Bueiro","SP 063","22,400","Bueiro Simples Tubular de Concreto","11","0,6","-23.0047","-46.8169","-23.0045","-46.8169"
"DR 01","Bueiro","SP 063","22,600","Bueiro Simples Tubular de Concreto","8,5","0,6","-23.0028","-46.8143","-23.0027","-46.8144"
"DR 01","Bueiro","SP 063","22,900","Bueiro Simples Tubular de Concreto","11","0,6","-23.0018","-46.8121","-23.0016","-46.8122"
"DR 01","Bueiro","SP 063","23,550","Bueiro Simples Tubular de Concreto","14,2","0,6","-22.998","-46.807","-22.9981","-46.8069"
"DR 01","Bueiro","SP 063","24,290","Bueiro Simples Tubular de Concreto","8,2","0,6","-22.9943","-46.8004","-22.9942","-46.8005"
"DR 01","Bueiro","SP 063","24,500","Bueiro Simples Tubular de Concreto","10","0,8","-22.994","-46.7992","-22.9939","-46.7992"
"DR 01","Bueiro","SP 063","24,670","Bueiro Simples Tubular de Concreto","34,1","0,8","-22.9936","-46.7972","-22.9932","-46.7974"
"DR 01","Bueiro","SP 063","24,720","Bueiro Simples Tubular de Concreto","7,8","0,6","-22.9928","-46.7957","-23.9928","-46.7958"
"DR 01","Bueiro","SP 063","24,770","Bueiro Simples Tubular de Concreto","29,8","0,8","-22.9931","-46.7956","-23.9932","-46.7957"
"DR 01","Bueiro","SP 095","24,800","Bueiro Simples Tubular de Concreto","16","0,6","-22.8045","-46.7173","-22.8045","-46.7173"
"DR 01","Bueiro","SP 063","25,310","Bueiro Simples Tubular de Concreto","16,9","0,6","-23.9924","-46.7927","-22.992","-46.7929"
"DR 01","Bueiro","SP 095","25,900","Bueiro Simples Tubular de Concreto","18","0,6","-22.7957","-46.717","-22.8045","-46.7173"
"DR 01","Bueiro","SP 095","26,200","Bueiro Simples Tubular de Concreto","18","0,6","-22.7928","-46.7187","-22.7928","-46.7185"
"DR 01","Bueiro","SP 063","26,400","Bueiro Simples Tubular de Concreto","16,9","0,6","-22.9859","-46.7842","-22.986","-46.7841"
"DR 01","Bueiro","SP 063","26,740","Bueiro Simples Tubular de Concreto","11","0,6","-22.9836","-46.7836","-22.9837","-46.7834"
"DR 01","Bueiro","SP 147","27,600","Bueiro Simples Tubular de Concreto","20","0,6","-22.4755","-46.6892","-22.4755","-46.6891"
"DR 01","Bueiro","SP 063","28,700","Bueiro Simples Tubular de Concreto","11","0,6","-22.9784","-46.7658","-22.9782","-46.7657"
"DR 01","Bueiro","SP 063","29,100","Bueiro Simples Tubular de Concreto","10,9","0,6","-22.9792","-46.7613","-22.9791","-46.7612"
"DR 01","Bueiro","SP 107","29,900","Bueiro Simples Tubular de Concreto","18","0,8","-22.627","-47.0257","-22.6271","-47.0259"
"DR 01","Bueiro","SP 063","30,050","Bueiro Simples Tubular de Concreto","13","0,6","-22.9803","-46.7549","-22.9802","-46.7549"
"DR 01","Bueiro","SP 107","30,960","Bueiro Simples Tubular de Concreto","11","0,6","-22.6308","-47.0352","-22.631","-47.0352"
"DR 01","Bueiro","SP 063","31,010","Bueiro Simples Tubular de Concreto","10","0,6","-22.9812","-46.7439","-22.9811","-46.7439"
"DR 01","Bueiro","SP 147","32,000","Bueiro Simples Tubular de Concreto","22","0,6","-22.4621","-46.72302","-22.462","-46.7229"
"DR 01","Bueiro","SP 063","33,190","Bueiro Simples Tubular de Concreto","13,3","0,6","-22.9736","-46.7257","-22.9738","-46.7257"
"DR 01","Bueiro","SP 063","33,300","Bueiro Simples Tubular de Concreto","30","0,6","-22.9729","-46.724","-22.9733","-46.7238"
"DR 01","Bueiro","SP 063","33,370","Bueiro Simples Tubular de Concreto","20,7","0,6","-22.9732","-46.7231","-22.9732","-46.7231"
"DR 01","Bueiro","SP 063","33,470","Bueiro Simples Tubular de Concreto","20,45","0,3","-22.973","-46.7236","-22.9729","-46.7235"
"DR 01","Bueiro","SP 063","33,500","Bueiro Simples Tubular de Concreto","29","0,6","-22.9724","-46.7218","-22.9725","-46.7217"
"DR 01","Bueiro","SP 063","33,520","Bueiro Simples Tubular de Concreto","19","0,6","-22.9722","-46.721","-22.9723","-46.7208"
"DR 01","Bueiro","SP 063","34,000","Bueiro Simples Tubular de Concreto","16","0,6","-22.9693","-46.7191","-22.9692","-46.7192"
"DR 01","Bueiro","SP 147","40,850","Bueiro Simples Tubular de Concreto","14,2","1","-22.4595","-46.8063","-22.4593","-46.8063"
"DR 01","Bueiro","SP 063","41,000","Bueiro Simples Tubular de Concreto","16","0,8","-22.9441","-46.6636","-22.9441","-46.6642"
"DR 01","Bueiro","SP 063","42,500","Bueiro Simples Tubular de Concreto","12","0,6","-22.9453","-46.651","-22.9452","-46.651"
"DR 01","Bueiro","SP 063","44,250","Bueiro Simples Tubular de Concreto","23,7","0,8","-22.9426","-46.6342","-22.9425","-46.6342"
"DR 01","Bueiro","SP 107","44,600","Bueiro Simples Tubular de Concreto","13,5","0,6","-22.5855","-47.1554","-22.5857","-47.1555"
"DR 01","Bueiro","SP 095","47,760","Bueiro Simples Tubular de Concreto","35","0,4","-22.7112","-46.8208","-22.7113","-46.8212"
"DR 01","Bueiro","SP 063","48,500","Bueiro Simples Tubular de Concreto","25","0,8","-22.9505","-46.5989","-22.9503","-46.5989"
"DR 01","Bueiro","SP 063","48,750","Bueiro Simples Tubular de Concreto","20","0,6","-22.9486","-46.5972","-22.9485","-46.5972"
"DR 01","Bueiro","SP 095","49,570","Bueiro Simples Tubular de Concreto","16,7","1,5","-22.7095","-46.8355","-22.7092","-46.8355"
"DR 01","Bueiro","SP 332","50,130","Bueiro Simples Tubular de Concreto","18,01","0,6","-23.2716","-46.8123","-23.2717","-46.8123"
"DR 01","Bueiro","SP 332","50,310","Bueiro Simples Tubular de Concreto","16,15","0,6","-23.2703","-46.8128","-23.2703","-46.8128"
"DR 01","Bueiro","SP 354","51,690","Bueiro Simples Tubular de Concreto","21","1","-23.2483","-46.7901","-23.2483","-46.7902"
"DR 01","Bueiro","SP 354","52,260","Passagem Gado","11","3","-23.2453","-46.7913","-23.2453","-46.7913"
"DR 01","Bueiro","SP 036","52,950","Bueiro Simples Tubular de Concreto","28","0,6","-23.24184","-46.4088","-23.2419","-46.40872"
"DR 01","Bueiro","SP 036","53,200","Bueiro Simples Tubular de Concreto","20","0,6","-23.23993","-46.40966","-23.23984","-46.40958"
"DR 01","Bueiro","SP 036","53,650","Bueiro Simples Tubular de Concreto","13","0,8","-23.23666","-46.40948","-23.23675","-46.40942"
"DR 01","Bueiro","SP 332","54,000","Bueiro Simples Tubular de Concreto","11","0,6","-23.2423","-46.8543","-23.2423","-46.8542"
"DR 01","Bueiro","SP 095","54,040","Bueiro Simples Tubular de Concreto","10","0,6","-22.7342","-46.8662","-22.7342","-46.8664"
"DR 01","Bueiro","SP 036","54,200","Bueiro Simples Tubular de Concreto","30","0,6","-23.232225","-4640948.0","-23.23214","-46.4093"
"DR 01","Bueiro","SP 036","54,300","Bueiro Simples Tubular de Concreto","16","0,6","-23.23184","-46.41047","-23.23167","-46.41046"
"DR 01","Bueiro","SP 036","54,450","Bueiro Simples Tubular de Concreto","22","0,6","-23.23041","-46.41107","-23.23046","-46.41096"
"DR 01","Bueiro","SP 063","54,990","Bueiro Simples Tubular de Concreto","17","0,4","-22.9706","-46.5568","-22.9706","-46.5568"
"DR 01","Bueiro","SP 095","55,140","Bueiro Simples Tubular de Concreto","12,8","0,8","-22.7341","-46.8764","-22.7342","-46.8762"
"DR 01","Bueiro","SP 036","55,200","Bueiro Simples Tubular de Concreto","25","0,6","-23.22682","-46.40606","-23.22699","-46.40595"
"DR 01","Bueiro","SP 095","55,450","Bueiro Simples Tubular de Concreto","19,2","2","-22.7342","-46.8796","-22.7341","-46.8796"
"DR 01","Bueiro","SP 332","55,500","Bueiro Simples Tubular de Concreto","18,7","0,6","-23.2451","-46.8496","-23.245","-46.8496"
"DR 01","Bueiro","SP 354","55,990","Bueiro Duplo Tubular de Concreto","18","1","-23.214","-46.7912","-23.214","-46.7911"
"DR 01","Bueiro","SP 036","56,000","Bueiro Simples Tubular de Concreto","30","0,6","-23.22019","-46.40389","-23.22008","-46.40374"
"DR 01","Bueiro","SP 036","56,200","Bueiro Simples Tubular de Concreto","30","0,6","-23.21869","-46.40273","-23.21883","-46.40279"
"DR 01","Bueiro","SP 332","56,300","Bueiro Simples Tubular de Concreto","21,3","0,6","-23.2399","-46.8555","-23.24","-46.8556"
"DR 01","Bueiro","SP 354","56,490","Bueiro Simples Tubular de Concreto","19","0,8","-23.2099","-46.7927","-23.2099","-46.7927"
"DR 01","Bueiro","SP 354","56,500","Bueiro Simples Tubular de Concreto","55,85","0,6","-23.2084","-46.7934","-23.2083","-46.7934"
"DR 01","Bueiro","SP 354","56,620","Bueiro Simples Tubular de Concreto","12","0,6","-23.2093","-46.7932","-23.2091","-46.793"
"DR 01","Bueiro","SP 036","56,650","Bueiro Simples Tubular de Concreto","18","0,6","-23.21684","-46.40015","-23.21684","-46.40006"
"DR 01","Bueiro","SP 036","56,700","Bueiro Simples Tubular de Concreto","18","0,6","-23.21619","-46.40002","-23.21618","-46.39987"
"DR 01","Bueiro","SP 036","57,100","Bueiro Simples Tubular de Concreto","20","0,6","-23.21216","-46.39798","-23.21326","-46.39789"
"DR 01","Bueiro","SP 036","57,300","Bueiro Simples Tubular de Concreto","30","0,6","-23.21198","-46.39581","-23.21195","-46.39593"
"DR 01","Bueiro","SP 036","58,700","Bueiro Simples Tubular de Concreto","30","0,6","-23.20271","-46.39106","-23.20273","-46.39122"
"DR 01","Bueiro","SP 036","59,550","Bueiro Simples Tubular de Concreto","13","0,8","-23.19725","-46.38895","-23.19737","-46.38897"
"DR 01","Bueiro","SP 036","60,950","Bueiro Simples Tubular de Concreto","15","0,6","-23.1925","-46.39746","-23.19288","-46.39754"
"DR 01","Bueiro","SP 036","61,150","Bueiro Simples Tubular de Concreto","16","0,8","-23.19077","-46.39889","-23.19066","-46.39875"
"DR 01","Bueiro","SP 354","62,000","Bueiro Duplo Tubular de Concreto","31,5","0,6","-23.1712","-46.7691","-23.1712","-46.7691"
"DR 01","Bueiro","SP 354","62,100","Bueiro Simples Tubular de Concreto","13,85","0,6","-23.1706","-46.7677","-23.1704","-46.7677"
"DR 01","Bueiro","SP 036","62,600","Bueiro Simples Tubular de Concreto","25","0,8","-23.17899","-46.40221","-23.14882","-46.40226"
"DR 01","Bueiro","SP 036","63,300","Bueiro Simples Tubular de Concreto","35","0,6","-23.17714","-46.39644","-23.1772","-46.39675"
"DR 01","Bueiro","SP 354","64,110","Bueiro Simples Tubular de Concreto","37","0,6","-23.1613","-46.7531","-23.1614","-46.7532"
"DR 01","Bueiro","SP 354","64,200","Bueiro Simples Tubular de Concreto","25","0,6","-23.161","-46.7528","-23.161","-46.7528"
"DR 01","Bueiro","SP 063","65,900","Bueiro Simples Tubular de Concreto","12","0,6","-22.9773","-46.5025","-22.9797","-46.5028"
"DR 01","Bueiro","SP 095","66,500","Bueiro Simples Tubular de Concreto","10","0,8","-22.7161","-46.9533","-22.7159","-46.9532"
"DR 01","Bueiro","SP 354","66,560","Bueiro Simples Tubular de Concreto","12,4","0,6","-23.142","-46.7433","-23.142","-46.7435"
"DR 01","Bueiro","SP 354","67,100","Bueiro Simples Tubular de Concreto","50","0,8","-23.1393","-46.7418","-23.1392","-46.7417"
"DR 01","Bueiro","SP 095","68,610","Bueiro Simples Tubular de Concreto","18,6","0,6","-22.7068","-46.9678","-22.707","-46.968"
"DR 01","Bueiro","SP 095","69,450","Bueiro Simples Tubular de Concreto","19,3","0,8","-22.7087","-46.9736","-22.7088","-46.9737"
"DR 01","Bueiro","SP 354","70,200","Bueiro Simples Tubular de Concreto","55,01","0,8","-23.1172","-46.7273","-23.1172","-46.7273"
"DR 01","Bueiro","SP 354","70,940","Bueiro Simples Tubular de Concreto","32,3","0,6","-23.1135","-46.725","-23.1135","-46.7251"
"DR 01","Bueiro","SP 063","71,000","Bueiro Simples Tubular de Concreto","10","0,6","-22.9897","-46.4589","-22.9896","-46.4588"
"DR 01","Bueiro","SP 063","71,400","Bueiro Simples Tubular de Concreto","10","0,6","-22.9906","-46.4584","-22.9906","-46.4583"
"DR 01","Bueiro","SP 063","71,700","Bueiro Simples Tubular de Concreto","10","0,6","-22.9906","-46.4584","-22.9906","-46.4583"
"DR 01","Bueiro","SP 354","71,720","Bueiro Simples Tubular de Concreto","11","0,6","-23.1027","-46.7218","-23.1027","-46.7218"
"DR 01","Bueiro","SP 354","71,800","Bueiro Simples Tubular de Concreto","50","0,6","-23.1042","-46.7221","-23.1045","-46.7222"
"DR 01","Bueiro","SP 354","71,900","Bueiro Simples Tubular de Concreto","22","0,6","-23.1032","-46.7217","-23.1038","-46.722"
"DR 01","Bueiro","SP 354","72,840","Bueiro Simples Tubular de Concreto","15,3","0,6","-23.097","-46.7199","-23.097","-46.7197"
"DR 01","Bueiro","SP 332","72,870","Bueiro Simples Tubular de Concreto","11","0,6","-23.1167","-46.9399","-23.1168","-46.9398"
"DR 01","Bueiro","SP 332","73,540","Bueiro Simples Tubular de Concreto","11","0,6","-23.1197","-46.9369","-23.1198","-46.937"
"DR 01","Bueiro","SP 332","74,000","Bueiro Simples Tubular de Concreto","7","0,6","-23.1167","-46.9399","-23.1168","-46.9399"
"DR 01","Bueiro","SP 332","74,500","Bueiro Simples Tubular de Concreto","8","0,6","-23.1131","-46.9415","-23.113","-46.9416"
"DR 01","Bueiro","SP 332","74,630","Bueiro Simples Tubular de Concreto","14","1","-23.1103","-46.9425","-23.1104","-46.9423"
"DR 01","Bueiro","SP 354","75,300","Bueiro Simples Tubular de Concreto","18","0,8","-23.0805","-46.703","-23.0803","-46.703"
"DR 01","Bueiro","SP 354","75,600","Bueiro Simples Tubular de Concreto","11","1","-23.08","-46.7016","-23.0797","-46.7016"
"DR 01","Bueiro","SP 332","75,650","Bueiro Simples Tubular de Concreto","12","0,6","-23.1041","-46.9422","-23.104","-46.9423"
"DR 01","Bueiro","SP 324","75,800","Bueiro Simples Tubular de Concreto","11","0,8","-23.0617","-46.9995","-23.0617","-46.9994"
"DR 01","Bueiro","SP 324","76,470","Bueiro Simples Tubular de Concreto","14,2","1","-23.0622","-47.0055","-23.0622","-47.0055"
"DR 01","Bueiro","SP 036","76,800","Bueiro Simples Tubular de Concreto","17","0,6","-23.11673","-46.48372","-23.11668","-46.48353"
"DR 01","Bueiro","SP 324","77,130","Bueiro Simples Tubular de Concreto","16,2","0,6","-23.0624","-47.0128","-23.0623","-47.0128"
"DR 01","Bueiro","SP 354","77,600","Bueiro Simples Tubular de Concreto","12,3","0,8","-23.0712","-46.6878","-23.0713","-46.6877"
"DR 01","Bueiro","SP 354","77,780","Bueiro Simples Tubular de Concreto","12,9","3","-23.06541","-46.684","-23.0652","-46.6838"
"DR 01","Bueiro","SP 324","78,280","Passagem Gado","10","0,6","-23.0621","-47.024","-23.062","-47.024"
"DR 01","Bueiro","SP 354","78,300","Bueiro Simples Tubular de Concreto","15","0,8","-23.0653","-46.6839","-23.0652","-46.6838"
"DR 01","Bueiro","SP 036","79,181","Bueiro Simples Tubular de Concreto","20","0,4","-23.1059","-46.4629","-23.1059","-46.4631"
"DR 01","Bueiro","SP 036","79,250","Bueiro Simples Tubular de Concreto","18","0,4","-23.10609","-46.46317","-23.10601","-46.46303"
"DR 01","Bueiro","SP 324","79,420","Bueiro Simples Tubular de Concreto","7,7","2","-23.0591","-47.0309","-23.059","-47.0308"
"DR 01","Bueiro","SP 324","79,750","Bueiro Simples Tubular de Concreto","8","0,8","-23.0589","-47.0349","-23.0589","-47.035"
"DR 01","Bueiro","SP 036","79,800","Bueiro Simples Tubular de Concreto","30","2","-23.10401","-46.45883","-23.10383","-46.45889"
"DR 01","Bueiro","SP 063","79,900","Bueiro Simples Tubular de Concreto","10","0,6","-23.0408","-46.4096","-22.0407","-46.4096"
"DR 01","Bueiro","SP 354","80,000","Bueiro Simples Tubular de Concreto","18","0,8","-23.0503","-46.6763","-23.0505","-46.6761"
"DR 01","Bueiro","SP 332","80,130","Bueiro Simples Tubular de Concreto","24,7","0,6","-23.0666","-46.9497","-23.0674","-46.95"
"DR 01","Bueiro","SP 332","80,230","Bueiro Simples Tubular de Concreto","14,6","0,6","-23.0662","-46.9496","-23.0664","-46.9495"
"DR 01","Bueiro","SP 324","81,350","Bueiro Simples Tubular de Concreto","12,1","0,6","-23.0538","-47.0479","-23.0537","-47.048"
"DR 01","Bueiro","SP 036","81,650","Bueiro Simples Tubular de Concreto","25","0,8","-23.09552","-46.4415","-232.09554","-46.44156"
"DR 01","Bueiro","SP 036","81,750","Bueiro Simples Tubular de Concreto","16","0,6","-23.0952","-46.44087","-2309528.0","-46.44102"
"DR 01","Bueiro","SP 036","81,850","Bueiro Simples Tubular de Concreto","16","0,6","-23.09408","-46.44","-23.0949","-46.4407"
"DR 01","Bueiro","SP 324","82,100","Bueiro Simples Tubular de Concreto","15","0,6","-23.0536","-47.0552","-23.0538","-47.0553"
