"Regional","Elemento","Rodovia","KM inicial","KM final","Tipo","Extensão (m)","Latitude","Longitude"
"DR 04","OAE","SP 215","146,7","146,748","Viaduto","48",,
"DR 04","OAE","SP 215","146,7","146,758","Viaduto","58",,
"DR 04","OAE","SP 215","147,579","147,59","Ponte","11",,
"DR 04","OAE","SP 215","148,847","148,873","Viaduto","26",,
"DR 04","OAE","SP 215","149,285","149,315","Viaduto","30",,
"DR 04","OAE","SP 215","149,295","149,335","Viaduto","40",,
"DR 04","OAE","SP 215","157,34","157,352","Ponte","12",,
"DR 04","OAE","SP 215","160,028","160,04","Ponte","12",,
"DR 04","OAE","SP 215","161,217","161,236","Ponte","19",,
"DR 04","OAE","SP 215","167,15","167,168","Ponte","18",,
"DR 04","OAE","SP 215","171,31","171,35","Ponte","40",,
"DR 04","OAE","SP 215","181,048","181,067","Viaduto","19",,
"DR 04","OAE","SP 215","181,057","181,087","Viaduto","30",,
"DR 04","OAE","SP 215","185,825","185,842","Ponte","17",,
"DR 04","OAE","SP 215","190,063","190,079","Ponte","16",,
"DR 04","OAE","SP 215","194,367","194,381","Ponte","14",,
"DR 04","OAE","SP 215","196,37","196,384","Ponte","14",,
"DR 04","OAE","SP 215","208,992","209,008","Ponte","16",,
"DR 04","OAE","SP 215","209,555","209,555","Viaduto","0",,
"DR 04","OAE","SP 215","209,555","209,565","Viaduto","10",,
"DR 04","OAE","SP 215","209,555","209,575","Viaduto","20",,
"DR 04","OAE","SP 253","204,29","204,34","Ponte","50",,
"DR 04","OAE","SP 253","206,75","206,765","Ponte","15",,
"DR 04","OAE","SP 253","209,958","209,972","Ponte","14",,
"DR 04","OAE","SP 253","215,31","215,321","Ponte","11",,
"DR 04","OAE","SP 253","216,956","216,985","Ponte","29",,
"DR 04","OAE","SP 304","354,813","354,824","Ponte","11",,
"DR 04","OAE","SP 304","357,825","357,842","Ponte","17",,
"DR 04","OAE","SP 304","358,843","358,856","Ponte","13",,
"DR 04","OAE","SP 304","359,297","359,312","Ponte","15",,
"DR 04","OAE","SP 304","359,98","360,127","Ponte","147",,
"DR 04","OAE","SP 304","360,951","360,966","Ponte","15",,
"DR 04","OAE","SP 304","361,894","361,913","Ponte","19",,
"DR 04","OAE","SP 304","362,451","362,466","Ponte","15",,
"DR 04","OAE","SP 304","362,908","362,925","Ponte","17",,
"DR 04","OAE","SP 304","362,987","363,003","Ponte","16",,
"DR 04","OAE","SP 304","366,996","367,021","Ponte","25",,
"DR 04","OAE","SP 304","367,743","367,753","Ponte","10",,
"DR 04","OAE","SP 304","369,142","369,16","Ponte","18",,
"DR 04","OAE","SP 304","371,981","371,991","Ponte","10",,
"DR 04","OAE","SP 304","373,979","373,989","Ponte","10",,
"DR 04","OAE","SP 304","376,234","376,244","Ponte","10",,
"DR 04","OAE","SP 304","384,187","384,199","Ponte","12",,
"DR 04","OAE","SP 304","399,104","399,122","Viaduto","18",,
"DR 04","OAE","SP 304","402,238","402,268","Ponte","30",,
"DR 04","OAE","SP 305","0","0,015","Viaduto","15",,
"DR 04","OAE","SP 305","7,45","7,464","Ponte","14",,
"DR 04","OAE","SP 305","10,236","10,25","Ponte","14",,
"DR 04","OAE","SP 305","15,022","15,022","Passarela","Não se aplica*","-21,255611","-48,487053"
"DR 04","OAE","SP 305","16,612","16,622","Viaduto","10",,
"DR 04","OAE","SP 305","17,01","17,022","Ponte","12",,
"DR 04","OAE","SP 317","1,683","1,698","Ponte","15",,
"DR 04","OAE","SP 317","4,545","4,561","Ponte","16",,
"DR 04","OAE","SP 317","5,901","5,916","Ponte","15",,
"DR 04","OAE","SP 317","7,878","7,895","Ponte","17",,
"DR 04","OAE","SP 317","10,889","10,907","Ponte","18",,
"DR 04","OAE","SP 317","14,449","14,489","Ponte","40",,
"DR 04","OAE","SP 317","15,117","15,132","Ponte","15",,
"DR 04","OAE","SP 317","21,723","21,74","Ponte","17",,
"DR 04","OAE","SP 319","0","0,02","Viaduto","20",,
"DR 04","OAE","SP 319","0","0","Passarela","Não se aplica*","-21,515215","-48,540871"
"DR 04","OAE","SP 319","3,288","3,299","Ponte","11",,
"DR 04","OAE","SP 319","7,232","7,262","Ponte","30",,
"DR 04","OAE","SP 319","8,347","8,358","Ponte","11",,
"DR 04","OAE","SP 331","0","0,07","Viaduto","70",,
"DR 04","OAE","SP 331","10,705","10,705","Viaduto","0",,
"DR 04","OAE","SP 331","13,958","13,958","Passarela","Não se aplica*","-21,737922","-48,430177"
"DR 04","OAE","SP 331","15,506","15,515","Ponte","9",,
"DR 04","OAE","SP 331","30,854","30,884","Viaduto","30",,
"DR 04","OAE","SP 331","47,954","47,971","Ponte","17",,
"DR 04","OAE","SP 331","49,427","49,442","Ponte","15",,
"DR 04","OAE","SP 331","50,245","50,265","Ponte","20",,
"DR 04","OAE","SPA 027/331","3,226","3,244","Ponte","18",,
"DR 04","OAE","SPA 107/333","0,782","0,793","Ponte","11",,
"DR 04","OAE","SPA 111/215","0,203","0,215","Ponte","12",,
"DR 04","OAE","SPA 111/215","2,272","2,291","Ponte","19",,
"DR 04","OAE","SPA 112/333","0","0,039","Viaduto","39",,
"DR 04","OAE","SPA 112/333","5,37","5,38","Viaduto","10",,
"DR 04","OAE","SPA 112/333","5,648","5,648","Passarela","Não se aplica*","-21,245735","-48,292187"
"DR 04","OAE","SPA 147/215","0","0,02","Ponte","20",,
"DR 04","OAE","SPA 147/333","0","0,009","Viaduto","9",,
"DR 04","OAE","SPA 147/333","0,981","0,981","Passarela","Não se aplica*","-21,423698","-48,510816"
"DR 04","OAE","SPA 149/215","10,384","10,396","Ponte","12",,
"DR 04","OAE","SPA 209/333","1,264","1,278","Ponte","14",,
"DR 04","OAE","SPA 301/310","0","0,01","Viaduto","10",,
"DR 04","OAE","SPA 302/326","0","0,024","Viaduto","24",,
"DR 04","OAE","SPA 312/326","0","0,023","Viaduto","23",,
"DR 04","OAE","SPA 312/326","4,683","4,703","Viaduto","20",,
"DR 04","OAE","SPA 318/326","6,199","6,218","Ponte","19",,
"DR 04","OAE","SPA 348/310","0","0,02","Viaduto","20",,
"DR 04","OAE","SPA 348/310","6,835","6,851","Ponte","16",,
"DR 04","OAE","SPI 328/326","1,598","1,615","Ponte","17",,
"DR 04","OAE","SPI 328/326","9,331","9,344","Ponte","13",,
"DR 05","OAE","SP 055","190,879","190,898","Ponte","19",,
"DR 05","OAE","SP 055","196,29","196,419","Ponte","129",,
"DR 05","OAE","SP 055","204,624","204,684","Ponte","60",,
"DR 05","OAE","SP 055","214,031","214,061","Viaduto","30",,
"DR 05","OAE","SP 055","292,2","292,633","Viaduto","433",,
"DR 05","OAE","SP 055","301,916","302,117","Viaduto","201",,
"DR 05","OAE","SP 055","303,743","303,783","Ponte","40",,
"DR 05","OAE","SP 055","305,185","305,235","Viaduto","50",,
"DR 05","OAE","SP 055","322,011","322,13","Viaduto","119",,
"DR 05","OAE","SP 055","323,826","324,032","Ponte","206",,
"DR 05","OAE","SP 055","326,078","326,467","Viaduto","389",,
"DR 05","OAE","SP 055","336,332","336,622","Viaduto","290",,
"DR 05","OAE","SP 055","343,302","343,331","Viaduto","29",,
"DR 05","OAE","SP 055","348,7","348,74","Ponte","40",,
"DR 05","OAE","SP 055","367,24","367,299","Ponte","59",,
"DR 05","OAE","SP 055","372,519","372,579","Ponte","60",,
"DR 05","OAE","SP 055","389,403","389,431","Viaduto","28",,
"DR 05","OAE","SP 061","6,133","6,143","Ponte","10",,
"DR 05","OAE","SP 061","10,459","10,469","Ponte","10",,
"DR 05","OAE","SP 061","13,269","13,279","Ponte","10",,
"DR 05","OAE","SP 061","13,903","13,913","Ponte","10",,
"DR 05","OAE","SP 061","13,923","13,933","Ponte","10",,
"DR 05","OAE","SP 079","189,52","189,54","Ponte","20",,
"DR 05","OAE","SP 079","193,024","193,066","Ponte","42",,
"DR 05","OAE","SP 079","194,959","194,979","Ponte","20",,
"DR 05","OAE","SP 079","197,257","197,284","Ponte","27",,
"DR 05","OAE","SP 079","198,978","198,987","Ponte","9",,
"DR 05","OAE","SP 079","203,607","203,627","Ponte","20",,
"DR 05","OAE","SP 098","88,808","88,818","Ponte","10",,
"DR 05","OAE","SP 098","92,716","92,735","Ponte","19",,
"DR 05","OAE","SP 139","3,209","3,238","Ponte","29",,
"DR 05","OAE","SP 139","11,307","11,347","Ponte","40",,
"DR 05","OAE","SP 139","12,544","12,604","Ponte","60",,
"DR 05","OAE","SP 139","18,137","18,362","Ponte","225",,
"DR 05","OAE","SP 139","24,484","24,504","Ponte","20",,
"DR 05","OAE","SP 139","29,808","29,818","Ponte","10",,
"DR 05","OAE","SP 139","33,925","33,974","Ponte","49",,
"DR 05","OAE","SP 139","46,12","46,129","Ponte","9",,
"DR 05","OAE","SP 139","46,287","46,305","Ponte","18",,
"DR 05","OAE","SP 139","55,513","55,532","Ponte","19",,
"DR 05","OAE","SP 139","59,594","59,602","Ponte","8",,
"DR 05","OAE","SP 139","60,64","60,656","Ponte","16",,
"DR 05","OAE","SP 139","63,833","63,842","Ponte","9",,
"DR 05","OAE","SP 139","66,594","66,604","Ponte","10",,
"DR 05","OAE","SP 148","58,538","58,664","Ponte","126",,
"DR 05","OAE","SP 165","15,201","15,228","Ponte","27",,
"DR 05","OAE","SP 165","28,407","28,463","Ponte","56",,
"DR 05","OAE","SP 165","36,361","36,448","Ponte","87",,
"DR 05","OAE","SP 165","45,605","45,615","Ponte","10",,
"DR 05","OAE","SP 165","47,16","47,19","Ponte","30",,
"DR 05","OAE","SP 165","56,608","56,625","Ponte","17",,
"DR 05","OAE","SP 165","58,155","58,165","Ponte","10",,
"DR 05","OAE","SP 165","59,067","59,086","Ponte","19",,
"DR 05","OAE","SP 165","66,809","66,829","Ponte","20",,
"DR 05","OAE","SP 165","67,933","67,942","Ponte","9",,
"DR 05","OAE","SP 165","81,76","81,8","Ponte","40",,
"DR 05","OAE","SP 165","90,139","90,178","Ponte","39",,
"DR 05","OAE","SP 165","97,235","97,313","Ponte","78",,
"DR 05","OAE","SP 165","112,325","112,387","Ponte","62",,
"DR 05","OAE","SP 165","144,821","144,957","Ponte","136",,
"DR 05","OAE","SP 165","151,092","151,111","Ponte","19",,
"DR 05","OAE","SP 165","151,924","151,95","Ponte","26",,
"DR 05","OAE","SP 165","156,612","156,622","Ponte","10",,
"DR 05","OAE","SP 193","19,023","19,053","Ponte","30",,
"DR 05","OAE","SP 193","24,497","24,615","Ponte","118",,
"DR 05","OAE","SP 193","25,048","25,364","Viaduto","316",,
"DR 05","OAE","SP 193","30,141","30,151","Ponte","10",,
"DR 05","OAE","SP 193","33,574","33,584","Ponte","10",,
"DR 05","OAE","SP 193","36,84","36,85","Ponte","10",,
"DR 05","OAE","SP 193","37,939","37,949","Ponte","10",,
"DR 05","OAE","SP 193","38,811","38,821","Ponte","10",,
"DR 05","OAE","SP 193","50,232","50,242","Ponte","10",,
"DR 05","OAE","SP 193","50,705","50,714","Ponte","9",,
"DR 05","OAE","SP 193","54,871","54,881","Ponte","10",,
"DR 05","OAE","SP 193","54,881","54,891","Ponte","10",,
"DR 05","OAE","SP 222","61,251","61,271","Ponte","20",,
"DR 05","OAE","SP 222","95,552","95,562","Ponte","10",,
"DR 05","OAE","SP 222","115,304","115,367","Ponte","63",,
"DR 05","OAE","SP 226","6,232","6,252","Ponte","20",,
"DR 05","OAE","SP 226","7,235","7,255","Ponte","20",,
"DR 05","OAE","SP 226","7,622","7,622","Ponte","0",,
"DR 05","OAE","SP 226","28,757","28,777","Ponte","20",,
"DR 05","OAE","SPA 036/226","1,051","1,061","Ponte","10",,
"DR 05","OAE","SPA 050/193","0,321","0,34","Ponte","19",,
"DR 05","OAE","SPA 050/193","5,497","5,514","Ponte","17",,
"DR 05","OAE","SPA 050/193","6,415","6,425","Ponte","10",,
"DR 05","OAE","SPA 050/193","6,853","6,863","Ponte","10",,
"DR 05","OAE","SPA 055/193","0,141","0,179","Ponte","38",,
"DR 05","OAE","SPA 055/193","1,889","1,899","Ponte","10",,
"DR 05","OAE","SPA 055/193","2,481","2,5","Ponte","19",,
"DR 05","OAE","SPA 055/193","4,715","4,735","Ponte","20",,
"DR 05","OAE","SPA 055/193","5,068","5,078","Ponte","10",,
"DR 05","OAE","SPA 055/193","5,275","5,285","Ponte","10",,
"DR 05","OAE","SPA 055/193","5,473","5,492","Ponte","19",,
"DR 05","OAE","SPA 055/193","6,135","6,145","Ponte","10",,
"DR 05","OAE","SPA 055/193","6,664","6,674","Ponte","10",,
"DR 05","OAE","SPA 055/193","7,555","7,57","Ponte","15",,
"DR 05","OAE","SPA 291/055","0","0,105","Viaduto","105",,
"DR 05","OAE","SPA 291/055","0","0","Passarela","Não se aplica*","-24,03448","-46,512138"
"DR 05","OAE","SPA 291/055","0","0","Passarela","Não se aplica*","-24,03486","-46,51245"
"DR 05","OAE","SPA 291/055","0","0","Passarela","Não se aplica*","-24,032223","-46,508668"
"DR 05","OAE","SPA 291/055","0,028","0,028","Passarela","Não se aplica*","-24,03079","-46,507776"
"DR 05","OAE","SPA 291/055","0,581","0,63","Viaduto","49",,
"DR 05","OAE","SPA 291/055","0,997","1,076","Viaduto","79",,
"DR 05","OAE","SPA 291/055","1,145","1,205","Viaduto","60",,
"DR 05","OAE","SPA 291/055","1,607","1,667","Viaduto","60",,
"DR 05","OAE","SPA 291/055","2,076","2,126","Viaduto","50",,
"DR 05","OAE","SPA 291/055","2,674","2,783","Viaduto","109",,
"DR 05","OAE","SPA 291/055","3,182","3,212","Viaduto","30",,
"DR 05","OAE","SPA 291/055","3,611","3,661","Viaduto","50",,
"DR 05","OAE","SPA 291/055","4,021","4,06","Viaduto","39",,
"DR 05","OAE","SPA 291/055","4,877","4,916","Viaduto","39",,
"DR 05","OAE","SPA 291/055","5,293","5,372","Viaduto","79",,
"DR 05","OAE","SPA 291/055","5,789","5,868","Viaduto","79",,
"DR 05","OAE","SPA 291/055","6,246","6,316","Viaduto","70",,
"DR 05","OAE","SPA 291/055","6,739","6,797","Viaduto","58",,
"DR 05","OAE","SPA 291/055","6,806","6,833","Viaduto","27",,
"DR 05","OAE","SPA 291/055","7,331","7,421","Viaduto","90",,
"DR 05","OAE","SPA 291/055","8,23","8,29","Viaduto","60",,
"DR 05","OAE","SPA 291/055","8,995","9,085","Viaduto","90",,
"DR 05","OAE","SPA 291/055","9,085","9,144","Viaduto","59",,
"DR 05","OAE","SPA 291/055","10,034","10,06","Viaduto","26",,
"DR 05","OAE","SPA 291/055","10,309","10,338","Viaduto","29",,
"DR 05","OAE","SPA 291/055","10,534","10,56","Viaduto","26",,
"DR 05","OAE","SPA 291/055","10,809","10,838","Viaduto","29",,
"DR 05","OAE","SPA 459/230","1,476","1,486","Ponte","10",,
"DR 05","OAE","SPA 459/230","3,283","3,293","Ponte","10",,
"DR 05","OAE","SPA 459/230","5,175","5,185","Ponte","10",,
"DR 05","OAE","SPA 459/230","7,03","7,05","Ponte","20",,
"DR 05","OAE","SPA 459/230","8,92","8,94","Ponte","20",,
"DR 05","OAE","SPA 459/230","10,72","10,74","Ponte","20",,
"DR 05","OAE","SPA 552/230","9,297","9,344","Ponte","47",,
"DR 05","OAE","SPA 552/230","13,222","13,232","Ponte","10",,
"DR 05","OAE","SPA 552/230","18,689","18,699","Ponte","10",,
"DR 05","OAE","SPA 552/230","21,148","21,158","Ponte","10",,
"DR 05","OAE","SPA 552/230","22,14","22,15","Ponte","10",,
"DR 06","OAE","SP 042","164,661","164,69","Ponte","29",,
"DR 06","OAE","SP 042","164,68","164,7","Ponte","20",,
"DR 06","OAE","SP 046","151,982","151,992","Ponte","10",,
"DR 06","OAE","SP 046","155,883","155,892","Ponte","9",,
"DR 06","OAE","SP 046","161,47","161,48","Ponte","10",,
"DR 06","OAE","SP 050","100,835","100,855","Ponte","20",,
"DR 06","OAE","SP 050","113,151","113,161","Ponte","10",,
"DR 06","OAE","SP 050","113,67","113,689","Ponte","19",,
"DR 06","OAE","SP 050","125,178","125,197","Ponte","19",,
"DR 06","OAE","SP 050","136,502","136,554","Ponte","52",,
"DR 06","OAE","SP 050","137,541","137,551","Ponte","10",,
"DR 06","OAE","SP 050","150,594","150,613","Ponte","19",,
"DR 06","OAE","SP 050","151,743","151,752","Ponte","9",,
"DR 06","OAE","SP 050","159,022","159,032","Ponte","10",,
"DR 06","OAE","SP 050","163,226","163,236","Ponte","10",,
"DR 06","OAE","SP 050","163,234","163,244","Ponte","10",,
"DR 06","OAE","SP 052","216,328","216,356","Viaduto","28",,
"DR 06","OAE","SP 052","216,931","217,057","Ponte","126",,
"DR 06","OAE","SP 052","217,43","217,479","Viaduto","49",,
"DR 06","OAE","SP 052","224,896","224,925","Ponte","29",,
"DR 06","OAE","SP 052","226,481","226,491","Ponte","10",,
"DR 06","OAE","SP 052","228,536","228,546","Ponte","10",,
"DR 06","OAE","SP 055","60,336","60,346","Ponte","10",,
"DR 06","OAE","SP 055","67,494","67,609","Ponte","115",,
"DR 06","OAE","SP 055","72,064","72,083","Ponte","19",,
"DR 06","OAE","SP 055","77,707","77,766","Ponte","59",,
"DR 06","OAE","SP 055","77,895","77,925","Ponte","30",,
"DR 06","OAE","SP 055","85,366","85,396","Ponte","30",,
"DR 06","OAE","SP 055","91,998","92,008","Ponte","10",,
"DR 06","OAE","SP 055","92,265","92,275","Ponte","10",,
"DR 06","OAE","SP 055","93,387","93,397","Ponte","10",,
"DR 06","OAE","SP 055","96,408","96,408","Passarela","Não se aplica*","-23,613195","-45,379745"
"DR 06","OAE","SP 055","97,283","97,301","Ponte","18",,
"DR 06","OAE","SP 055","100,917","100,997","Ponte","80",,
"DR 06","OAE","SP 055","103,449","103,469","Ponte","20",,
"DR 06","OAE","SP 055","108,405","108,453","Ponte","48",,
"DR 06","OAE","SP 055","111,732","111,742","Ponte","10",,
"DR 06","OAE","SP 055","112,961","112,97","Ponte","9",,
"DR 06","OAE","SP 055","113,503","113,512","Ponte","9",,
"DR 06","OAE","SP 055","120,503","120,512","Ponte","9",,
"DR 06","OAE","SP 055","120,597","120,607","Ponte","10",,
"DR 06","OAE","SP 055","151,989","152,035","Ponte","46",,
"DR 06","OAE","SP 055","161,14","161,179","Ponte","39",,
"DR 06","OAE","SP 058","201,976","202,065","Viaduto","89",,
"DR 06","OAE","SP 058","202,709","202,829","Ponte","120",,
"DR 06","OAE","SP 058","212,956","212,996","Ponte","40",,
"DR 06","OAE","SP 058","221,833","221,85","Ponte","17",,
"DR 06","OAE","SP 058","226,815","226,851","Ponte","36",,
"DR 06","OAE","SP 058","235,951","235,961","Ponte","10",,
"DR 06","OAE","SP 062","104,89","104,949","Viaduto","59",,
"DR 06","OAE","SP 062","110,178","110,187","Ponte","9",,
"DR 06","OAE","SP 062","114,015","114,034","Viaduto","19",,
"DR 06","OAE","SP 062","116,249","116,269","Ponte","20",,
"DR 06","OAE","SP 062","131,067","131,135","Viaduto","68",,
"DR 06","OAE","SP 062","141,825","141,845","Ponte","20",,
"DR 06","OAE","SP 062","143,23","143,23","Viaduto","0",,
"DR 06","OAE","SP 062","153,16","153,17","Ponte","10",,
"DR 06","OAE","SP 062","155,187","155,197","Ponte","10",,
"DR 06","OAE","SP 062","164,07","164,08","Ponte","10",,
"DR 06","OAE","SP 062","173,586","173,615","Viaduto","29",,
"DR 06","OAE","SP 062","175,078","175,078","Viaduto","0",,
"DR 06","OAE","SP 062","178,337","178,337","Passarela","Não se aplica*","-22,851024","-45,238422"
"DR 06","OAE","SP 062","184,315","184,315","Ponte","0",,
"DR 06","OAE","SP 062","184,506","184,534","Ponte","28",,
"DR 06","OAE","SP 062","185,161","185,18","Ponte","19",,
"DR 06","OAE","SP 062","197,238","197,246","Ponte","8",,
"DR 06","OAE","SP 062","199,076","199,086","Ponte","10",,
"DR 06","OAE","SP 062","199,405","199,415","Ponte","10",,
"DR 06","OAE","SP 064","320,613","320,643","Ponte","30",,
"DR 06","OAE","SP 064","324,38","324,39","Ponte","10",,
"DR 06","OAE","SP 066","81,619","81,629","Ponte","10",,
"DR 06","OAE","SP 066","87,91","87,929","Ponte","19",,
"DR 06","OAE","SP 066","93,358","93,488","Ponte","130",,
"DR 06","OAE","SP 068","218,436","218,456","Ponte","20",,
"DR 06","OAE","SP 068","218,922","218,932","Ponte","10",,
"DR 06","OAE","SP 068","220,02","220,03","Ponte","10",,
"DR 06","OAE","SP 068","223,524","223,534","Ponte","10",,
"DR 06","OAE","SP 068","223,739","223,749","Ponte","10",,
"DR 06","OAE","SP 068","224,696","224,706","Ponte","10",,
"DR 06","OAE","SP 068","225,373","225,383","Ponte","10",,
"DR 06","OAE","SP 068","227,344","227,354","Ponte","10",,
"DR 06","OAE","SP 068","232,631","232,641","Ponte","10",,
"DR 06","OAE","SP 068","236,479","236,498","Ponte","19",,
"DR 06","OAE","SP 068","244,898","244,908","Ponte","10",,
"DR 06","OAE","SP 068","246,48","246,5","Ponte","20",,
"DR 06","OAE","SP 068","247,626","247,646","Ponte","20",,
"DR 06","OAE","SP 068","249,149","249,169","Ponte","20",,
"DR 06","OAE","SP 068","260,348","260,406","Ponte","58",,
"DR 06","OAE","SP 068","263,549","263,559","Ponte","10",,
"DR 06","OAE","SP 068","264,323","264,333","Ponte","10",,
"DR 06","OAE","SP 068","265,054","265,064","Ponte","10",,
"DR 06","OAE","SP 068","266,286","266,296","Ponte","10",,
"DR 06","OAE","SP 068","268,345","268,374","Ponte","29",,
"DR 06","OAE","SP 068","276,797","276,816","Ponte","19",,
"DR 06","OAE","SP 068","277,388","277,398","Ponte","10",,
"DR 06","OAE","SP 068","279,402","279,412","Ponte","10",,
"DR 06","OAE","SP 068","296,437","296,446","Ponte","9",,
"DR 06","OAE","SP 068","297,158","297,178","Ponte","20",,
"DR 06","OAE","SP 068","298,289","298,299","Ponte","10",,
"DR 06","OAE","SP 068","300,723","300,738","Ponte","15",,
"DR 06","OAE","SP 068","301,933","301,956","Ponte","23",,
"DR 06","OAE","SP 068","305,363","305,389","Ponte","26",,
"DR 06","OAE","SP 068","312,43","312,44","Ponte","10",,
"DR 06","OAE","SP 068","314,214","314,303","Ponte","89",,
"DR 06","OAE","SP 068","318,951","318,979","Ponte","28",,
"DR 06","OAE","SP 068","322,654","322,663","Ponte","9",,
"DR 06","OAE","SP 068","323,066","323,086","Ponte","20",,
"DR 06","OAE","SP 068","326,172","326,182","Ponte","10",,
"DR 06","OAE","SP 068","327,849","327,859","Ponte","10",,
"DR 06","OAE","SP 068","328,714","328,744","Ponte","30",,
"DR 06","OAE","SP 068","332,31","332,33","Ponte","20",,
"DR 06","OAE","SP 077","9,529","9,575","Ponte","46",,
"DR 06","OAE","SP 077","13,012","13,021","Ponte","9",,
"DR 06","OAE","SP 077","13,322","13,332","Ponte","10",,
"DR 06","OAE","SP 077","32,329","32,337","Ponte","8",,
"DR 06","OAE","SP 077","33,784","33,794","Ponte","10",,
"DR 06","OAE","SP 088","115,678","115,687","Ponte","9",,
"DR 06","OAE","SP 088","132,184","132,203","Ponte","19",,
"DR 06","OAE","SP 103","0,017","0,033","Viaduto","16",,
"DR 06","OAE","SP 103","14,33","14,34","Ponte","10",,
"DR 06","OAE","SP 103","25,089","25,099","Ponte","10",,
"DR 06","OAE","SP 103","26,286","26,305","Ponte","19",,
"DR 06","OAE","SP 103","31,146","31,166","Ponte","20",,
"DR 06","OAE","SP 103","32,445","32,455","Ponte","10",,
"DR 06","OAE","SP 121","1,316","1,326","Ponte","10",,
"DR 06","OAE","SP 121","5,915","5,925","Ponte","10",,
"DR 06","OAE","SP 121","10,033","10,043","Ponte","10",,
"DR 06","OAE","SP 121","10,41","10,42","Ponte","10",,
"DR 06","OAE","SP 121","14,952","14,971","Ponte","19",,
"DR 06","OAE","SP 121","23,765","23,857","Ponte","92",,
"DR 06","OAE","SP 123","0","0,097","Viaduto","97",,
"DR 06","OAE","SP 123","2,706","2,736","Viaduto","30",,
"DR 06","OAE","SP 123","2,855","2,865","Ponte","10",,
"DR 06","OAE","SP 123","2,904","2,914","Ponte","10",,
"DR 06","OAE","SP 123","7,366","7,446","Ponte","80",,
"DR 06","OAE","SP 123","7,446","7,466","Ponte","20",,
"DR 06","OAE","SP 123","7,466","7,476","Viaduto","10",,
"DR 06","OAE","SP 123","8,902","8,912","Ponte","10",,
"DR 06","OAE","SP 123","17,605","17,615","Ponte","10",,
"DR 06","OAE","SP 123","25,382","25,392","Ponte","10",,
"DR 06","OAE","SP 125","5,659","5,686","Viaduto","27",,
"DR 06","OAE","SP 125","10,243","10,252","Ponte","9",,
"DR 06","OAE","SP 125","11,077","11,087","Ponte","10",,
"DR 06","OAE","SP 125","13,516","13,526","Ponte","10",,
"DR 06","OAE","SP 125","15,953","15,973","Ponte","20",,
"DR 06","OAE","SP 125","37,725","37,735","Ponte","10",,
"DR 06","OAE","SP 125","43,516","43,574","Ponte","58",,
"DR 06","OAE","SP 125","46,055","46,104","Ponte","49",,
"DR 06","OAE","SP 125","65,076","65,105","Ponte","29",,
"DR 06","OAE","SP 125","65,953","65,989","Ponte","36",,
"DR 06","OAE","SP 125","86,378","86,397","Ponte","19",,
"DR 06","OAE","SP 125","86,631","86,651","Ponte","20",,
"DR 06","OAE","SP 125","88,73","88,749","Ponte","19",,
"DR 06","OAE","SP 125","89,276","89,296","Ponte","20",,
"DR 06","OAE","SP 125","90,941","90,961","Ponte","20",,
"DR 06","OAE","SP 131","0,235","0,244","Ponte","9",,
"DR 06","OAE","SP 131","2,655","2,664","Ponte","9",,
"DR 06","OAE","SP 131","4,227","4,247","Ponte","20",,
"DR 06","OAE","SP 132","165,634","165,654","Ponte","20",,
"DR 06","OAE","SP 153","8,787","8,796","Ponte","9",,
"DR 06","OAE","SP 171","2,097","2,117","Ponte","20",,
"DR 06","OAE","SP 171","3,106","3,116","Ponte","10",,
"DR 06","OAE","SP 171","31,749","31,759","Ponte","10",,
"DR 06","OAE","SP 171","38,679","38,698","Ponte","19",,
"DR 06","OAE","SP 171","39,257","39,267","Ponte","10",,
"DR 06","OAE","SP 171","40,344","40,354","Ponte","10",,
"DR 06","OAE","SP 171","66,581","66,596","Ponte","15",,
"DR 06","OAE","SP 183","7,174","7,193","Ponte","19",,
"DR 06","OAE","SP 221","25,385","25,395","Ponte","10",,
"DR 06","OAE","SP 247","3,572","3,582","Ponte","10",,
"DR 06","OAE","SP 247","5,033","5,043","Ponte","10",,
"DR 06","OAE","SP 247","5,818","5,837","Ponte","19",,
"DR 06","OAE","SP 247","11,888","11,898","Ponte","10",,
"DR 06","OAE","SP 247","12,084","12,094","Ponte","10",,
"DR 06","OAE","SP 247","12,842","12,852","Ponte","10",,
"DR 06","OAE","SP 247","25,997","26,014","Ponte","17",,
"DR 06","OAE","SP 247","28,426","28,436","Ponte","10",,
"DR 06","OAE","SP 247","30,94","30,949","Ponte","9",,
"DR 06","OAE","SP 247","33,424","33,432","Ponte","8",,
"DR 06","OAE","SP 247","34,352","34,371","Ponte","19",,
"DR 06","OAE","SPA 000/131","2,246","2,25","Ponte","4",,
"DR 06","OAE","SPA 000/131","2,765","2,775","Ponte","10",,
"DR 06","OAE","SPA 000/131","2,912","2,922","Ponte","10",,
"DR 06","OAE","SPA 000/131","3,656","3,674","Ponte","18",,
"DR 06","OAE","SPA 000/131","5,334","5,342","Ponte","8",,
"DR 06","OAE","SPA 004/131","0,494","0,524","Ponte","30",,
"DR 06","OAE","SPA 004/131","2,369","2,375","Ponte","6",,
"DR 06","OAE","SPA 017/123","4,815","4,903","Ponte","88",,
"DR 06","OAE","SPA 021/060","8,373","8,392","Ponte","19",,
"DR 06","OAE","SPA 046/125","1,661","1,687","Ponte","26",,
"DR 06","OAE","SPA 046/125","1,661","1,687","Ponte","26",,
